date,windspeed_avg,rainfall_avg,temperature_avg
2012-01-02,5.93,0.77,7.42
2012-01-03,10.54,0.75,7.98
2012-01-04,7.45,0.38,7.08
2012-01-05,12.93,1.58,9.1
2012-01-06,6.24,0.0,5.65
2012-01-07,6.61,0.13,7.78
2012-01-08,4.17,0.0,7.33
2012-01-09,3.99,0.0,9.03
2012-01-10,3.29,0.0,9.24
2012-01-11,3.93,0.0,8.75
2012-01-12,5.65,0.0,8.46
2012-01-13,3.03,0.0,3.81
2012-01-14,1.54,0.0,2.48
2012-01-15,3.48,0.0,1.69
2012-01-16,3.04,0.0,0.79
2012-01-17,1.79,0.0,-0.36
2012-01-18,4.53,0.1,1.41
2012-01-19,7.14,0.63,8.99
2012-01-20,6.22,0.5,6.53
2012-01-21,7.91,0.18,9.28
2012-01-22,7.59,0.0,7.46
2012-01-23,3.86,0.0,5.24
2012-01-24,3.46,0.25,3.1
2012-01-25,3.6,0.1,5.35
2012-01-26,4.44,0.13,6.89
2012-01-27,3.29,0.1,3.98
2012-01-28,1.73,0.1,3.39
2012-01-29,3.79,0.0,0.57
2012-01-30,1.75,0.0,-1.15
2012-01-31,3.71,0.0,-1.07
2012-02-01,7.25,0.0,-4.29
2012-02-02,6.55,0.0,-5.44
2012-02-03,4.04,0.13,-5.44
2012-02-04,2.06,0.0,-7.81
2012-02-05,3.91,0.0,-5.36
2012-02-06,1.54,0.0,-3.09
2012-02-07,5.34,0.0,-6.86
2012-02-08,5.6,0.0,-3.84
2012-02-09,2.91,0.0,-4.58
2012-02-10,3.79,0.0,-3.76
2012-02-11,3.79,0.0,-6.01
2012-02-12,1.81,0.05,-4.59
2012-02-13,3.21,0.42,1.98
2012-02-14,5.71,0.15,4.31
2012-02-15,8.36,0.43,6.2
2012-02-16,3.74,0.02,5.77
2012-02-17,3.66,0.05,6.45
2012-02-18,6.42,0.5,7.39
2012-02-19,5.0,0.25,2.38
2012-02-20,2.24,0.0,1.12
2012-02-21,3.72,0.0,3.75
2012-02-22,5.16,0.0,4.63
2012-02-23,4.36,0.02,9.24
2012-02-24,5.27,0.0,9.16
2012-02-25,3.27,0.0,7.74
2012-02-26,2.31,0.0,4.38
2012-02-27,2.83,0.0,4.59
2012-02-28,3.54,0.02,9.11
2012-02-29,1.4,0.0,9.11
2012-03-01,2.13,0.0,8.31
2012-03-02,2.85,0.03,7.92
2012-03-03,3.28,0.0,9.29
2012-03-04,4.7,0.97,7.38
2012-03-05,7.79,5.27,1.46
2012-03-06,2.25,0.77,2.75
2012-03-07,5.34,1.15,3.42
2012-03-08,4.04,0.0,4.9
2012-03-09,2.75,0.0,6.31
2012-03-10,3.66,0.0,10.36
2012-03-11,3.15,0.0,10.25
2012-03-12,2.76,0.03,8.24
2012-03-13,2.98,0.0,8.45
2012-03-14,2.59,0.0,8.26
2012-03-15,2.5,0.0,10.21
2012-03-16,3.42,0.0,10.22
2012-03-17,4.31,0.0,8.95
2012-03-18,4.19,0.15,7.92
2012-03-19,2.91,0.0,7.31
2012-03-20,1.93,0.0,7.35
2012-03-21,2.76,0.0,9.74
2012-03-22,3.97,0.0,12.71
2012-03-23,1.74,0.0,13.55
2012-03-24,2.81,0.0,12.76
2012-03-25,3.74,0.0,10.59
2012-03-26,4.75,0.0,12.05
2012-03-27,4.91,0.0,12.54
2012-03-28,3.07,0.0,12.51
2012-03-29,3.04,0.0,10.24
2012-03-30,3.54,0.0,7.91
2012-03-31,4.5,0.0,7.63
2012-04-01,2.84,0.0,5.89
2012-04-02,1.55,0.0,7.64
2012-04-03,1.71,0.0,9.69
2012-04-04,2.9,2.94,8.1
2012-04-05,4.71,0.0,7.42
2012-04-06,3.35,0.0,6.67
2012-04-07,4.19,0.1,6.66
2012-04-08,3.94,0.13,6.31
2012-04-09,6.35,1.05,9.51
2012-04-10,5.46,0.43,9.1
2012-04-11,4.05,0.38,7.71
2012-04-12,1.99,0.6,5.99
2012-04-13,1.41,0.0,6.75
2012-04-14,4.37,0.0,7.02
2012-04-15,7.33,0.1,6.55
2012-04-16,4.04,0.0,5.71
2012-04-17,6.24,0.53,4.36
2012-04-18,7.05,1.03,6.72
2012-04-19,6.43,0.86,8.21
2012-04-20,4.35,0.37,8.69
2012-04-21,5.23,1.13,7.44
2012-04-22,5.09,0.63,8.07
2012-04-23,5.34,0.93,7.76
2012-04-24,3.15,0.45,7.97
2012-04-25,7.35,0.38,8.49
2012-04-26,8.18,0.1,11.51
2012-04-27,5.8,0.0,12.55
2012-04-28,4.5,1.28,11.24
2012-04-29,6.42,0.25,13.88
2012-04-30,3.74,0.0,14.25
2012-05-01,3.27,0.88,14.29
2012-05-02,4.06,0.5,10.06
2012-05-03,3.01,0.0,10.51
2012-05-04,2.64,0.02,10.9
2012-05-05,4.89,0.38,8.39
2012-05-06,4.24,0.0,9.09
2012-05-07,2.69,0.0,11.59
2012-05-08,3.93,1.4,14.03
2012-05-09,4.35,0.55,16.7
2012-05-10,6.17,0.05,19.81
2012-05-11,5.53,0.0,14.51
2012-05-12,4.38,0.0,10.59
2012-05-13,1.54,0.0,10.06
2012-05-14,4.13,0.0,11.13
2012-05-15,4.76,1.98,7.54
2012-05-16,3.74,0.02,9.17
2012-05-17,2.5,0.0,10.58
2012-05-18,4.7,0.0,13.71
2012-05-19,2.62,0.03,14.35
2012-05-20,4.55,0.25,13.29
2012-05-21,6.68,0.07,11.35
2012-05-22,6.67,0.0,13.22
2012-05-23,2.85,0.0,15.63
2012-05-24,3.01,0.0,20.11
2012-05-25,5.33,0.0,21.35
2012-05-26,5.53,0.0,20.63
2012-05-27,3.21,0.0,21.34
2012-05-28,3.08,0.0,20.88
2012-05-29,3.21,0.0,18.04
2012-05-30,2.39,0.0,16.29
2012-05-31,5.34,0.0,16.05
2012-06-01,3.35,0.0,16.58
2012-06-02,4.3,0.0,15.73
2012-06-03,4.61,1.53,13.76
2012-06-04,4.89,0.58,11.51
2012-06-05,2.95,0.0,11.22
2012-06-06,5.13,1.88,14.94
2012-06-07,3.72,0.15,16.11
2012-06-08,8.89,0.0,15.32
2012-06-09,6.76,0.02,13.31
2012-06-10,2.25,0.13,13.5
2012-06-11,3.16,1.77,14.28
2012-06-12,3.03,1.0,13.7
2012-06-13,3.01,0.02,12.4
2012-06-14,3.08,0.0,13.96
2012-06-15,4.64,0.85,15.72
2012-06-16,5.73,0.0,16.36
2012-06-17,3.91,0.0,16.24
2012-06-18,3.85,1.95,15.35
2012-06-19,1.47,0.0,14.66
2012-06-20,2.83,0.05,18.07
2012-06-21,4.51,0.68,18.21
2012-06-22,7.13,0.18,15.01
2012-06-23,4.75,0.0,15.48
2012-06-24,5.99,0.63,13.88
2012-06-25,4.1,0.0,16.04
2012-06-26,2.25,0.0,17.86
2012-06-27,2.86,0.06,19.71
2012-06-28,3.93,0.03,22.99
2012-06-29,4.63,0.0,18.64
2012-06-30,4.51,1.5,17.65
2012-07-01,5.6,0.0,15.44
2012-07-02,3.03,0.0,16.91
2012-07-03,2.51,0.05,18.41
2012-07-04,3.2,1.9,20.3
2012-07-05,2.36,0.5,19.56
2012-07-06,3.86,1.4,16.88
2012-07-07,3.69,0.9,17.05
2012-07-08,4.7,1.02,16.6
2012-07-09,4.05,0.07,16.48
2012-07-10,3.41,0.02,15.76
2012-07-11,6.61,0.18,15.51
2012-07-12,4.51,0.65,15.49
2012-07-13,5.15,1.08,15.53
2012-07-14,5.79,0.95,15.11
2012-07-15,3.54,1.95,14.97
2012-07-16,5.51,0.4,14.5
2012-07-17,6.63,0.0,17.53
2012-07-18,6.36,0.0,17.43
2012-07-19,7.0,0.0,17.05
2012-07-20,2.36,0.42,16.07
2012-07-21,2.77,0.75,15.2
2012-07-22,1.01,0.0,16.6
2012-07-23,1.66,0.0,19.89
2012-07-24,1.86,0.0,22.14
2012-07-25,2.1,0.0,22.21
2012-07-26,1.57,0.02,21.9
2012-07-27,2.88,1.63,21.65
2012-07-28,2.58,1.15,18.75
2012-07-29,4.38,0.1,15.44
2012-07-30,4.39,0.65,15.34
2012-07-31,2.81,0.05,15.93
2012-08-01,2.82,0.77,18.84
2012-08-02,3.34,0.15,18.83
2012-08-03,2.9,0.57,17.3
2012-08-04,3.02,0.2,17.39
2012-08-05,2.88,0.03,18.26
2012-08-06,5.09,0.47,16.64
2012-08-07,4.63,0.02,16.08
2012-08-08,1.91,0.2,17.2
2012-08-09,2.26,0.02,18.48
2012-08-10,2.82,0.0,18.24
2012-08-11,3.74,0.0,18.61
2012-08-12,2.71,0.0,19.66
2012-08-13,2.11,0.0,19.64
2012-08-14,1.35,0.05,19.81
2012-08-15,4.31,0.0,22.24
2012-08-16,3.22,0.0,19.35
2012-08-17,3.41,0.0,23.7
2012-08-18,3.36,0.0,26.34
2012-08-19,2.19,0.0,25.21
2012-08-20,2.25,0.0,21.19
2012-08-21,2.69,0.0,20.56
2012-08-22,4.16,0.03,17.89
2012-08-23,1.99,0.13,16.79
2012-08-24,2.76,0.28,18.13
2012-08-25,6.96,0.15,17.69
2012-08-26,6.5,1.02,16.77
2012-08-27,3.29,0.03,17.84
2012-08-28,3.8,0.1,18.5
2012-08-29,4.2,0.0,17.63
2012-08-30,5.22,0.5,15.64
2012-08-31,7.07,0.2,14.06
2012-09-01,1.99,0.03,13.61
2012-09-02,2.95,0.0,16.96
2012-09-03,1.91,0.02,18.26
2012-09-04,1.6,0.02,18.24
2012-09-05,3.67,0.02,16.91
2012-09-06,1.09,0.0,15.3
2012-09-07,2.19,0.02,16.38
2012-09-08,0.76,0.02,17.4
2012-09-09,2.24,0.0,19.76
2012-09-10,3.29,0.0,19.6
2012-09-11,3.99,0.2,16.2
2012-09-12,3.98,0.0,13.49
2012-09-13,4.83,0.28,14.34
2012-09-14,6.22,0.1,14.69
2012-09-15,2.65,0.0,14.39
2012-09-16,2.5,0.03,15.14
2012-09-17,3.41,0.0,16.01
2012-09-18,4.68,0.1,14.56
2012-09-19,4.0,0.0,11.44
2012-09-20,2.38,0.0,11.29
2012-09-21,0.81,0.0,11.45
2012-09-22,3.54,0.03,11.85
2012-09-23,4.81,0.07,11.8
2012-09-24,7.11,0.6,14.63
2012-09-25,7.34,0.68,13.31
2012-09-26,6.49,0.3,13.71
2012-09-27,3.66,0.0,12.9
2012-09-28,4.75,0.0,13.59
2012-09-29,3.54,0.0,12.89
2012-09-30,2.61,0.02,10.67
2012-10-01,4.83,0.06,13.75
2012-10-02,4.19,0.0,15.19
2012-10-03,5.99,2.25,13.11
2012-10-04,4.0,2.6,12.04
2012-10-05,6.56,0.2,14.57
2012-10-06,3.74,0.57,12.92
2012-10-07,1.73,0.02,10.28
2012-10-08,2.38,0.15,9.78
2012-10-09,2.79,0.0,11.81
2012-10-10,3.55,0.0,9.93
2012-10-11,3.52,0.5,11.04
2012-10-12,6.1,0.02,12.42
2012-10-13,4.88,0.85,8.99
2012-10-14,2.38,0.05,7.72
2012-10-15,5.79,2.4,9.63
2012-10-16,6.49,0.28,10.73
2012-10-17,4.95,1.1,11.36
2012-10-18,2.56,1.15,14.53
2012-10-19,3.34,1.63,15.93
2012-10-20,2.77,0.45,14.24
2012-10-21,3.85,0.63,13.3
2012-10-22,1.73,0.03,16.95
2012-10-23,1.63,0.03,15.26
2012-10-24,1.91,0.03,13.41
2012-10-25,4.62,0.28,11.37
2012-10-26,6.39,0.63,6.79
2012-10-27,4.17,0.25,3.96
2012-10-28,3.6,0.0,5.06
2012-10-29,4.94,1.4,7.56
2012-10-30,3.21,0.4,8.13
2012-10-31,4.7,0.0,8.26
2012-11-01,7.0,0.9,8.35
2012-11-02,7.06,0.93,6.61
2012-11-03,4.61,0.35,6.8
2012-11-04,4.88,0.53,6.86
2012-11-05,3.15,0.53,5.81
2012-11-06,4.31,0.07,5.9
2012-11-07,4.36,0.07,10.15
2012-11-08,4.49,0.0,9.65
2012-11-09,3.6,0.13,8.75
2012-11-10,4.81,0.6,10.25
2012-11-11,2.83,0.0,5.97
2012-11-12,3.86,0.0,5.67
2012-11-13,4.04,0.23,8.06
2012-11-14,1.81,0.0,6.52
2012-11-15,1.54,0.0,4.61
2012-11-16,3.54,0.0,3.48
2012-11-17,3.84,0.08,5.85
2012-11-18,1.66,0.75,7.36
2012-11-19,3.02,0.0,7.31
2012-11-20,4.9,0.0,9.11
2012-11-21,6.3,0.15,6.77
2012-11-22,5.96,0.0,6.84
2012-11-23,4.43,0.27,7.29
2012-11-24,2.65,0.28,8.79
2012-11-25,9.34,0.0,10.53
2012-11-26,5.77,0.05,8.3
2012-11-27,4.38,0.0,7.32
2012-11-28,3.8,0.05,6.08
2012-11-29,4.0,0.47,4.64
2012-11-30,1.6,0.0,2.91
2012-12-01,3.19,0.25,1.78
2012-12-02,5.14,0.0,1.89
2012-12-03,5.34,1.14,3.98
2012-12-04,4.63,0.15,4.26
2012-12-05,3.34,0.3,1.46
2012-12-06,5.39,0.2,1.34
2012-12-07,5.12,1.14,1.34
2012-12-08,2.64,0.0,1.06
2012-12-09,5.78,0.15,4.78
2012-12-10,5.6,0.35,4.34
2012-12-11,2.39,0.0,0.66
2012-12-12,2.45,0.0,-1.45
2012-12-13,3.35,0.0,-1.48
2012-12-14,6.95,1.38,5.77
2012-12-15,6.74,0.08,8.16
2012-12-16,4.83,0.22,7.1
2012-12-17,4.86,0.17,6.74
2012-12-18,3.02,0.17,5.28
2012-12-19,2.69,0.0,5.4
2012-12-20,5.97,0.85,5.39
2012-12-21,3.85,0.0,8.39
2012-12-22,6.04,2.13,8.03
2012-12-23,6.67,0.55,11.49
2012-12-24,5.48,0.22,10.68
2012-12-25,8.4,0.63,9.64
2012-12-26,6.35,1.5,7.99
2012-12-27,6.74,0.98,8.07
2012-12-28,5.4,0.45,7.9
2012-12-29,8.29,0.02,10.44
2012-12-30,7.84,2.0,7.17
2012-12-31,10.07,0.25,8.71
2013-01-01,5.39,0.47,6.76
2013-01-02,3.61,0.03,6.14
2013-01-03,4.98,0.0,9.74
2013-01-04,4.16,0.0,9.14
2013-01-05,3.01,0.0,7.9
2013-01-06,2.19,0.0,7.64
2013-01-07,3.14,0.03,6.95
2013-01-08,4.31,0.0,6.01
2013-01-09,3.14,0.23,5.63
2013-01-10,1.54,0.0,4.89
2013-01-11,2.79,0.1,2.36
2013-01-12,3.09,0.75,-0.2
2013-01-13,4.22,0.05,-0.91
2013-01-14,4.5,0.13,-2.35
2013-01-15,3.29,0.08,-1.81
2013-01-16,1.99,0.0,-5.74
2013-01-17,1.41,0.0,-9.4
2013-01-18,3.6,0.0,-3.5
2013-01-19,5.97,0.13,-2.46
2013-01-20,4.31,0.2,-4.56
2013-01-21,2.7,0.05,-0.2
2013-01-22,2.31,0.0,-1.48
2013-01-23,3.27,0.0,-3.4
2013-01-24,4.15,0.0,-3.65
2013-01-25,2.71,0.0,-5.75
2013-01-26,5.07,0.1,-1.84
2013-01-27,7.19,0.6,4.33
2013-01-28,6.74,0.03,5.28
2013-01-29,7.84,1.25,10.57
2013-01-30,10.03,0.13,11.45
2013-01-31,8.75,0.25,8.09
2013-02-01,5.01,0.93,6.31
2013-02-02,5.33,0.25,3.7
2013-02-03,5.06,0.02,4.07
2013-02-04,6.95,0.0,8.85
2013-02-05,6.56,0.38,4.1
2013-02-06,5.84,2.52,2.94
2013-02-07,5.71,0.47,2.91
2013-02-08,3.41,0.25,1.45
2013-02-09,1.99,0.0,-0.07
2013-02-10,6.18,0.07,-0.05
2013-02-11,4.69,0.65,0.03
2013-02-12,4.17,0.0,-0.69
2013-02-13,2.63,0.0,-0.4
2013-02-14,5.34,0.35,-0.19
2013-02-15,2.39,0.0,4.49
2013-02-16,1.34,0.0,5.05
2013-02-17,2.24,0.0,3.13
2013-02-18,1.88,0.0,2.79
2013-02-19,1.81,0.0,2.31
2013-02-20,5.21,0.0,2.55
2013-02-21,5.79,0.0,-0.8
2013-02-22,6.17,0.0,-1.78
2013-02-23,5.78,0.0,-1.74
2013-02-24,5.59,0.05,-0.05
2013-02-25,4.99,0.25,1.44
2013-02-26,3.85,0.0,2.59
2013-02-27,5.06,0.0,1.63
2013-02-28,3.68,0.0,0.95
2013-03-01,4.42,0.0,2.86
2013-03-02,3.47,0.0,2.29
2013-03-03,3.46,0.0,3.27
2013-03-04,3.48,0.0,4.92
2013-03-05,4.36,0.0,9.15
2013-03-06,2.13,0.0,11.34
2013-03-07,2.5,0.13,10.03
2013-03-08,2.39,0.9,10.03
2013-03-09,5.2,1.88,8.1
2013-03-10,5.27,0.0,2.49
2013-03-11,7.91,0.07,-1.61
2013-03-12,9.11,2.0,-2.91
2013-03-13,1.95,0.1,-2.65
2013-03-14,3.71,0.1,-0.3
2013-03-15,5.51,0.0,1.48
2013-03-16,8.09,0.0,4.57
2013-03-17,6.49,0.27,5.69
2013-03-18,2.88,0.38,4.71
2013-03-19,3.15,0.06,4.84
2013-03-20,3.73,0.5,3.58
2013-03-21,3.21,0.0,3.09
2013-03-22,7.13,0.0,3.66
2013-03-23,7.57,0.28,2.05
2013-03-24,6.88,0.0,0.31
2013-03-25,6.5,0.0,1.03
2013-03-26,5.36,0.0,1.59
2013-03-27,3.99,0.0,2.49
2013-03-28,3.49,0.0,3.24
2013-03-29,2.83,0.0,1.33
2013-03-30,4.56,0.0,1.06
2013-03-31,3.48,0.0,1.01
2013-04-01,6.28,0.0,3.17
2013-04-02,5.91,0.0,3.69
2013-04-03,6.41,0.0,3.04
2013-04-04,6.04,0.0,4.03
2013-04-05,6.43,0.0,3.63
2013-04-06,4.22,0.0,4.24
2013-04-07,2.64,0.0,4.31
2013-04-08,3.27,0.0,6.94
2013-04-09,2.44,1.05,6.66
2013-04-10,2.76,0.29,7.7
2013-04-11,7.0,0.42,10.91
2013-04-12,8.49,0.75,9.99
2013-04-13,6.43,0.1,10.55
2013-04-14,6.17,0.05,17.25
2013-04-15,2.24,0.1,13.66
2013-04-16,3.99,0.05,12.46
2013-04-17,4.58,0.0,16.57
2013-04-18,8.88,0.0,12.35
2013-04-19,5.53,0.1,8.59
2013-04-20,5.64,0.0,7.51
2013-04-21,3.86,0.0,8.7
2013-04-22,3.61,0.0,8.58
2013-04-23,4.41,0.0,11.13
2013-04-24,4.05,0.0,13.24
2013-04-25,3.01,0.0,16.94
2013-04-26,3.86,0.18,9.22
2013-04-27,5.01,0.0,7.17
2013-04-28,3.09,0.0,8.52
2013-04-29,4.58,0.0,9.06
2013-04-30,4.95,0.0,9.93
2013-05-01,5.79,0.0,11.85
2013-05-02,3.65,1.13,10.84
2013-05-03,3.79,0.0,12.19
2013-05-04,4.7,0.0,10.49
2013-05-05,2.17,0.0,12.54
2013-05-06,2.32,0.02,14.28
2013-05-07,3.08,0.0,15.49
2013-05-08,2.95,0.87,13.24
2013-05-09,5.26,0.1,12.58
2013-05-10,7.71,0.08,11.99
2013-05-11,7.25,0.2,10.69
2013-05-12,6.54,0.43,10.0
2013-05-13,8.55,0.42,11.49
2013-05-14,5.28,0.47,9.88
2013-05-15,6.5,0.1,11.91
2013-05-16,2.39,0.33,9.5
2013-05-17,3.15,0.0,9.13
2013-05-18,2.25,0.0,11.05
2013-05-19,3.51,0.0,12.3
2013-05-20,2.11,0.92,9.86
2013-05-21,5.14,1.57,9.31
2013-05-22,4.61,0.09,10.16
2013-05-23,5.15,0.17,8.03
2013-05-24,3.21,0.8,6.05
2013-05-25,5.34,0.05,9.24
2013-05-26,6.16,0.1,11.6
2013-05-27,3.72,0.0,12.85
2013-05-28,3.94,0.45,12.64
2013-05-29,4.25,0.75,9.81
2013-05-30,3.91,0.42,11.51
2013-05-31,6.1,0.0,12.44
2013-06-01,5.27,0.0,11.56
2013-06-02,4.65,0.0,12.65
2013-06-03,5.28,0.0,11.26
2013-06-04,5.15,0.0,12.19
2013-06-05,3.67,0.0,15.45
2013-06-06,3.99,0.0,19.11
2013-06-07,4.17,0.0,20.85
2013-06-08,5.26,0.0,16.29
2013-06-09,6.0,0.0,13.85
2013-06-10,3.02,0.13,12.93
2013-06-11,3.13,0.0,15.98
2013-06-12,5.86,0.0,18.88
2013-06-13,7.09,0.25,16.57
2013-06-14,3.6,0.0,14.59
2013-06-15,6.75,0.1,15.01
2013-06-16,3.21,0.0,15.16
2013-06-17,4.44,0.0,18.05
2013-06-18,1.35,0.02,23.04
2013-06-19,4.19,0.93,20.4
2013-06-20,2.89,0.18,19.8
2013-06-21,4.51,1.68,15.66
2013-06-22,5.92,0.2,14.73
2013-06-23,8.22,0.23,14.29
2013-06-24,4.49,0.1,13.04
2013-06-25,2.56,0.0,14.16
2013-06-26,3.02,0.0,14.39
2013-06-27,3.94,0.4,14.21
2013-06-28,3.1,0.75,14.25
2013-06-29,4.09,0.38,14.79
2013-06-30,3.4,0.0,16.14
2013-07-01,3.73,0.0,15.46
2013-07-02,2.63,0.43,16.49
2013-07-03,4.75,0.65,16.26
2013-07-04,3.97,0.0,15.95
2013-07-05,3.15,0.0,17.19
2013-07-06,2.84,0.0,20.58
2013-07-07,4.57,0.0,22.4
2013-07-08,5.14,0.0,21.44
2013-07-09,5.28,0.0,20.54
2013-07-10,5.6,0.0,17.86
2013-07-11,5.25,0.0,16.06
2013-07-12,4.47,0.0,15.4
2013-07-13,2.84,0.0,17.8
2013-07-14,1.34,0.0,20.15
2013-07-15,2.3,0.0,21.43
2013-07-16,2.33,0.0,20.74
2013-07-17,3.6,0.0,22.33
2013-07-18,5.09,0.0,22.9
2013-07-19,5.85,0.0,22.57
2013-07-20,5.68,0.0,20.35
2013-07-21,2.39,0.0,24.09
2013-07-22,1.68,0.0,26.77
2013-07-23,1.66,0.28,23.88
2013-07-24,3.15,0.02,21.69
2013-07-25,3.47,0.0,23.74
2013-07-26,2.57,4.5,22.17
2013-07-27,1.54,2.27,21.16
2013-07-28,3.73,0.0,20.35
2013-07-29,4.51,0.0,19.82
2013-07-30,5.22,0.5,17.46
2013-07-31,4.63,0.0,20.69
2013-08-01,3.42,0.0,25.04
2013-08-02,3.54,0.0,25.41
2013-08-03,3.8,0.0,20.35
2013-08-04,2.24,0.08,20.34
2013-08-05,3.14,0.0,21.82
2013-08-06,2.9,0.0,19.32
2013-08-07,4.16,2.1,16.64
2013-08-08,3.01,0.0,17.73
2013-08-09,3.49,0.05,17.1
2013-08-10,3.02,0.0,16.49
2013-08-11,3.91,0.0,16.44
2013-08-12,3.52,0.03,17.07
2013-08-13,3.94,0.0,15.95
2013-08-14,2.19,0.0,18.04
2013-08-15,2.49,0.07,18.54
2013-08-16,3.16,0.0,19.6
2013-08-17,4.08,0.02,20.37
2013-08-18,4.88,0.42,19.88
2013-08-19,4.63,0.0,17.59
2013-08-20,2.06,0.02,17.2
2013-08-21,1.49,0.0,18.85
2013-08-22,2.69,0.08,18.74
2013-08-23,3.16,0.05,21.77
2013-08-24,2.96,1.5,17.64
2013-08-25,3.21,0.02,16.04
2013-08-26,3.67,0.0,18.88
2013-08-27,3.35,0.38,19.15
2013-08-28,3.48,0.0,17.73
2013-08-29,1.91,0.05,17.37
2013-08-30,2.75,0.02,17.0
2013-08-31,4.13,0.0,17.23
2013-09-01,3.13,0.0,14.16
2013-09-02,3.72,0.0,16.89
2013-09-03,1.34,0.03,19.01
2013-09-04,1.86,0.0,21.71
2013-09-05,2.63,0.0,23.95
2013-09-06,2.38,0.23,17.91
2013-09-07,3.02,0.0,16.8
2013-09-08,2.25,0.4,15.61
2013-09-09,3.15,0.55,11.99
2013-09-10,5.85,1.2,12.01
2013-09-11,5.99,1.28,13.34
2013-09-12,2.45,0.02,13.7
2013-09-13,2.64,0.15,13.3
2013-09-14,4.94,2.07,14.73
2013-09-15,4.34,0.63,13.72
2013-09-16,5.72,0.13,12.49
2013-09-17,5.01,0.95,11.05
2013-09-18,4.64,0.53,13.66
2013-09-19,4.32,0.13,12.06
2013-09-20,3.21,0.0,13.98
2013-09-21,1.79,0.03,13.61
2013-09-22,1.55,0.0,17.24
2013-09-23,1.55,0.0,17.32
2013-09-24,1.75,0.03,16.19
2013-09-25,1.34,0.05,16.39
2013-09-26,2.77,0.03,15.89
2013-09-27,3.29,0.0,12.19
2013-09-28,3.87,0.0,14.35
2013-09-29,4.42,0.0,14.44
2013-09-30,2.85,0.0,14.03
2013-10-01,3.1,0.0,12.71
2013-10-02,3.73,0.0,14.54
2013-10-03,3.74,0.0,15.51
2013-10-04,4.16,0.6,18.36
2013-10-05,2.36,0.03,15.09
2013-10-06,0.95,0.0,15.07
2013-10-07,0.77,0.02,13.27
2013-10-08,1.35,0.03,13.34
2013-10-09,3.41,0.28,14.69
2013-10-10,5.4,6.52,8.71
2013-10-11,3.39,0.67,8.5
2013-10-12,2.4,0.15,8.42
2013-10-13,7.0,2.0,8.56
2013-10-14,4.31,1.25,10.24
2013-10-15,5.14,0.2,10.74
2013-10-16,3.54,0.4,9.78
2013-10-17,4.95,0.9,13.56
2013-10-18,2.05,0.05,11.48
2013-10-19,3.79,0.05,12.74
2013-10-20,4.94,0.1,14.76
2013-10-21,4.8,0.02,15.29
2013-10-22,4.69,0.0,17.19
2013-10-23,6.17,0.25,15.95
2013-10-24,1.92,0.05,11.63
2013-10-25,4.64,0.1,15.35
2013-10-26,5.66,0.0,16.65
2013-10-27,9.25,0.07,14.85
2013-10-28,10.41,0.43,13.79
2013-10-29,5.53,0.33,9.24
2013-10-30,2.56,0.02,8.68
2013-10-31,5.2,0.02,9.72
2013-11-01,4.99,0.1,10.85
2013-11-02,4.49,2.17,12.02
2013-11-03,7.09,1.3,8.76
2013-11-04,7.25,0.86,9.34
2013-11-05,4.84,1.7,7.0
2013-11-06,5.39,0.7,11.69
2013-11-07,4.63,1.1,12.57
2013-11-08,3.6,7.33,9.83
2013-11-09,5.91,0.28,8.1
2013-11-10,4.62,0.83,6.7
2013-11-11,3.86,0.03,4.95
2013-11-12,3.96,0.25,7.88
2013-11-13,1.4,0.0,6.4
2013-11-14,4.49,0.75,6.51
2013-11-15,4.06,0.13,7.56
2013-11-16,1.46,0.03,4.59
2013-11-17,1.15,0.0,4.96
2013-11-18,1.86,0.0,5.0
2013-11-19,4.44,0.1,5.85
2013-11-20,4.83,1.67,2.76
2013-11-21,3.34,0.0,1.84
2013-11-22,5.21,0.0,3.74
2013-11-23,4.35,0.0,5.11
2013-11-24,3.41,0.05,5.95
2013-11-25,2.85,0.02,5.76
2013-11-26,2.7,0.07,5.85
2013-11-27,1.75,0.07,5.37
2013-11-28,1.74,0.02,7.09
2013-11-29,4.24,0.0,7.77
2013-11-30,3.27,0.38,6.36
2013-12-01,2.19,0.03,6.46
2013-12-02,3.61,0.0,7.0
2013-12-03,0.64,0.0,0.8
2013-12-04,2.51,0.1,5.6
2013-12-05,6.81,0.11,4.23
2013-12-06,5.14,0.0,4.22
2013-12-07,2.95,0.05,6.6
2013-12-08,4.49,0.03,7.7
2013-12-09,2.76,0.0,5.92
2013-12-10,1.66,0.0,2.51
2013-12-11,1.73,0.0,1.93
2013-12-12,3.6,0.0,0.11
2013-12-13,3.54,0.0,1.4
2013-12-14,4.36,0.4,5.96
2013-12-15,6.47,0.02,7.29
2013-12-16,5.84,0.0,8.55
2013-12-17,3.54,0.0,6.84
2013-12-18,5.72,0.0,7.68
2013-12-19,5.86,0.88,7.68
2013-12-20,4.76,0.05,5.44
2013-12-21,9.96,0.15,6.51
2013-12-22,8.6,0.75,8.45
2013-12-23,8.63,0.33,8.25
2013-12-24,11.24,1.38,9.74
2013-12-25,4.75,0.53,6.51
2013-12-26,3.1,0.0,4.89
2013-12-27,7.79,0.57,7.7
2013-12-28,3.6,1.4,6.85
2013-12-29,3.41,0.03,5.15
2013-12-30,7.2,0.13,5.16
2013-12-31,6.38,0.47,6.51
2014-01-01,8.61,0.33,7.26
2014-01-02,7.01,0.25,9.21
2014-01-03,9.44,0.67,9.21
